fn,ln,num,pos,min,sec,totsec,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,pts,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,court,pid,pm,blka,tf,status,memo,gid,hm_away,team,game_date,full_name,epoch,full_dt
Darius,Miller,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203121,0,0,0,I,,0021900032,A,NOP,2019-10-26,Darius Miller,1572459904727,2019-10-30 18:25:04.727
Zion,Williamson,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629627,0,0,0,I,,0021900032,A,NOP,2019-10-26,Zion Williamson,1572459904727,2019-10-30 18:25:04.727
Danuel,House Jr.,4,SF,30,6,1806,6,4,5,4,3,3,1,7,8,0,0,1,1,15,0,6,2,2,0,1,0,1,1627863,0,0,0,A,,0021900032,H,HOU,2019-10-26,Danuel House Jr.,1572459904727,2019-10-30 18:25:04.727
PJ,Tucker,17,PF,38,16,2296,9,6,3,2,2,2,2,3,5,3,1,1,3,16,2,0,0,0,8,6,4,1,200782,16,0,0,A,,0021900032,H,HOU,2019-10-26,PJ Tucker,1572459904727,2019-10-30 18:25:04.727
Clint,Capela,15,C,24,35,1475,9,7,0,0,1,1,2,4,6,2,1,2,5,15,2,2,1,1,14,9,7,0,203991,2,0,0,A,,0021900032,H,HOU,2019-10-26,Clint Capela,1572459904727,2019-10-30 18:25:04.727
James,Harden,13,SG,36,5,2165,29,8,18,2,12,11,0,4,4,5,1,0,3,29,8,2,5,1,12,10,6,1,201935,7,1,0,A,,0021900032,H,HOU,2019-10-26,James Harden,1572459904727,2019-10-30 18:25:04.727
Russell,Westbrook,0,PG,33,35,2015,17,9,3,1,10,9,0,10,10,13,1,0,3,28,4,7,4,3,16,10,8,1,201566,-7,1,0,A,,0021900032,H,HOU,2019-10-26,Russell Westbrook,1572459904727,2019-10-30 18:25:04.727
Eric,Gordon,10,,36,10,2170,13,5,9,2,1,1,0,2,2,1,1,0,2,13,0,0,1,0,6,3,3,1,201569,0,0,0,A,,0021900032,H,HOU,2019-10-26,Eric Gordon,1572459904727,2019-10-30 18:25:04.727
Austin,Rivers,25,,16,24,984,6,3,4,2,1,0,1,1,2,0,0,0,3,8,0,0,0,0,2,2,1,0,203085,0,0,0,A,,0021900032,H,HOU,2019-10-26,Austin Rivers,1572459904727,2019-10-30 18:25:04.727
Thabo,Sefolosha,18,,13,53,833,2,0,1,0,0,0,2,4,6,3,1,0,1,0,1,0,1,0,0,1,0,0,200757,-1,0,0,A,,0021900032,H,HOU,2019-10-26,Thabo Sefolosha,1572459904727,2019-10-30 18:25:04.727
Ben,McLemore,16,,4,2,242,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,203463,0,0,0,A,,0021900032,H,HOU,2019-10-26,Ben McLemore,1572459904727,2019-10-30 18:25:04.727
Tyson,Chandler,19,,6,54,414,1,1,0,0,0,0,1,1,2,0,1,0,1,2,1,0,0,0,2,1,1,0,2199,-2,0,0,A,,0021900032,H,HOU,2019-10-26,Tyson Chandler,1572459904727,2019-10-30 18:25:04.727
Ryan,Anderson,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201583,0,0,0,A,,0021900032,H,HOU,2019-10-26,Ryan Anderson,1572459904727,2019-10-30 18:25:04.727
Gary,Clark,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629109,0,0,0,A,,0021900032,H,HOU,2019-10-26,Gary Clark,1572459904727,2019-10-30 18:25:04.727
Chris,Clemons,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629598,0,0,0,A,,0021900032,H,HOU,2019-10-26,Chris Clemons,1572459904727,2019-10-30 18:25:04.727
Michael,Frazier,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626187,0,0,0,I,,0021900032,H,HOU,2019-10-26,Michael Frazier,1572459904727,2019-10-30 18:25:04.727
Gerald,Green,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101123,0,0,0,I,,0021900032,H,HOU,2019-10-26,Gerald Green,1572459904727,2019-10-30 18:25:04.727
Isaiah,Hartenstein,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628392,0,0,0,I,,0021900032,H,HOU,2019-10-26,Isaiah Hartenstein,1572459904727,2019-10-30 18:25:04.727
 ,Nene,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,I,,0021900032,H,HOU,2019-10-26,  Nene,1572459904727,2019-10-30 18:25:04.727
OG,Anunoby,3,SF,25,32,1532,11,7,6,3,0,0,2,4,6,2,1,4,1,17,1,2,1,1,8,5,4,0,1628384,25,0,0,A,,0021900031,A,TOR,2019-10-26,OG Anunoby,1572143941036,2019-10-27 02:39:01.036
Pascal,Siakam,43,PF,28,5,1685,15,7,5,1,4,4,1,5,6,4,1,0,5,19,4,0,0,0,8,7,4,0,1627783,22,0,0,A,,0021900031,A,TOR,2019-10-26,Pascal Siakam,1572143941036,2019-10-27 02:39:01.036
Marc,Gasol,33,C,23,10,1390,2,1,1,1,2,2,2,8,10,2,0,1,2,5,0,0,0,0,0,1,0,0,201188,26,0,0,A,,0021900031,A,TOR,2019-10-26,Marc Gasol,1572143941036,2019-10-27 02:39:01.036
Kyle,Lowry,7,SG,34,25,2065,11,4,9,3,0,0,0,7,7,8,1,1,2,11,2,11,6,4,2,2,1,0,200768,6,1,0,A,,0021900031,A,TOR,2019-10-26,Kyle Lowry,1572143941036,2019-10-27 02:39:01.036
Fred,VanVleet,23,PG,30,35,1835,14,5,8,3,3,3,0,4,4,6,1,0,3,16,3,7,4,2,4,6,2,0,1627832,28,0,0,A,,0021900031,A,TOR,2019-10-26,Fred VanVleet,1572143941036,2019-10-27 02:39:01.036
Norman,Powell,24,,27,34,1654,9,3,5,1,0,0,1,5,6,3,3,0,1,7,4,2,2,1,4,4,2,1,1626181,7,1,0,A,,0021900031,A,TOR,2019-10-26,Norman Powell,1572143941036,2019-10-27 02:39:01.036
Serge,Ibaka,9,,20,51,1251,12,8,2,1,1,1,2,5,7,0,0,3,3,18,2,3,1,1,12,9,6,0,201586,-4,0,0,A,,0021900031,A,TOR,2019-10-26,Serge Ibaka,1572143941036,2019-10-27 02:39:01.036
Terence,Davis,0,,11,59,719,1,0,0,0,4,4,0,3,3,2,0,1,1,4,1,0,1,0,0,1,0,1,1629056,-6,0,0,A,,0021900031,A,TOR,2019-10-26,Terence Davis,1572143941036,2019-10-27 02:39:01.036
Stanley,Johnson,5,,4,45,285,2,1,1,0,0,0,1,1,2,0,1,0,2,2,3,0,0,0,0,0,0,0,1626169,-8,0,0,A,,0021900031,A,TOR,2019-10-26,Stanley Johnson,1572143941036,2019-10-27 02:39:01.036
Matt,Thomas,21,,19,57,1197,3,2,3,2,0,0,0,3,3,0,1,0,2,6,1,0,0,0,0,0,0,0,1629744,18,0,0,A,,0021900031,A,TOR,2019-10-26,Matt Thomas,1572143941036,2019-10-27 02:39:01.036
Malcolm,Miller,13,,4,34,274,1,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1626259,2,0,0,A,,0021900031,A,TOR,2019-10-26,Malcolm Miller,1572143941036,2019-10-27 02:39:01.036
Chris,Boucher,25,,4,34,274,1,0,1,0,2,2,1,1,2,0,0,2,1,2,1,0,0,0,0,0,0,1,1628449,2,0,0,A,,0021900031,A,TOR,2019-10-26,Chris Boucher,1572143941036,2019-10-27 02:39:01.036
Rondae,Hollis-Jefferson,4,,3,59,239,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1626178,2,0,0,A,,0021900031,A,TOR,2019-10-26,Rondae Hollis-Jefferson,1572143941036,2019-10-27 02:39:01.036
Oshae,Brissett,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629052,0,0,0,I,,0021900031,A,TOR,2019-10-26,Oshae Brissett,1572143941036,2019-10-27 02:39:01.036
Dewan,Hernandez,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629608,0,0,0,I,,0021900031,A,TOR,2019-10-26,Dewan Hernandez,1572143941036,2019-10-27 02:39:01.036
Patrick,McCaw,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627775,0,0,0,I,,0021900031,A,TOR,2019-10-26,Patrick McCaw,1572143941036,2019-10-27 02:39:01.036
Shamorie,Ponds,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629044,0,0,0,I,,0021900031,A,TOR,2019-10-26,Shamorie Ponds,1572143941036,2019-10-27 02:39:01.036
Otto,Porter Jr.,22,SF,20,20,1220,7,2,4,1,5,4,1,3,4,1,1,0,3,9,1,1,1,0,2,2,1,0,203490,-5,0,0,A,,0021900031,H,CHI,2019-10-26,Otto Porter Jr.,1572143941036,2019-10-27 02:39:01.036
Lauri,Markkanen,24,PF,30,18,1818,10,3,4,1,4,2,1,6,7,1,3,0,1,9,4,0,1,0,4,4,2,0,1628374,-21,1,0,A,,0021900031,H,CHI,2019-10-26,Lauri Markkanen,1572143941036,2019-10-27 02:39:01.036
Wendell,Carter Jr.,34,C,23,12,1392,14,6,2,0,2,0,5,6,11,0,0,0,3,12,1,0,0,0,12,11,6,0,1628976,-19,0,0,A,,0021900031,H,CHI,2019-10-26,Wendell Carter Jr.,1572143941036,2019-10-27 02:39:01.036
Zach,LaVine,8,SG,30,15,1815,13,4,4,1,3,2,1,0,1,4,0,0,2,11,2,0,0,0,6,9,3,0,203897,-25,0,0,A,,0021900031,H,CHI,2019-10-26,Zach LaVine,1572143941036,2019-10-27 02:39:01.036
Tomas,Satoransky,31,PG,26,18,1578,7,3,4,2,0,0,1,1,2,4,1,0,3,8,1,0,0,0,2,2,1,0,203107,-20,1,0,A,,0021900031,H,CHI,2019-10-26,Tomas Satoransky,1572143941036,2019-10-27 02:39:01.036
Thaddeus,Young,21,,16,0,960,6,2,3,1,0,0,0,1,1,1,0,0,0,5,2,0,1,0,2,2,1,0,201152,-5,1,0,A,,0021900031,H,CHI,2019-10-26,Thaddeus Young,1572143941036,2019-10-27 02:39:01.036
Kris,Dunn,32,,18,50,1130,5,0,2,0,2,1,0,5,5,1,1,0,4,1,1,0,1,0,0,3,0,1,1627739,-4,0,0,A,,0021900031,H,CHI,2019-10-26,Kris Dunn,1572143941036,2019-10-27 02:39:01.036
Coby,White,0,,22,12,1332,14,3,4,0,2,2,0,6,6,1,2,0,2,8,3,4,2,2,4,7,2,0,1629632,-6,5,0,A,,0021900031,H,CHI,2019-10-26,Coby White,1572143941036,2019-10-27 02:39:01.036
Ryan,Arcidiacono,51,,17,45,1065,2,2,1,1,1,1,1,1,2,4,1,0,2,6,0,0,0,0,2,1,1,1,1627853,1,0,0,A,,0021900031,H,CHI,2019-10-26,Ryan Arcidiacono,1572143941036,2019-10-27 02:39:01.036
Luke,Kornet,2,,16,41,1001,9,2,5,1,2,2,1,1,2,0,0,1,0,7,0,0,0,0,2,4,1,0,1628436,-1,2,0,A,,0021900031,H,CHI,2019-10-26,Luke Kornet,1572143941036,2019-10-27 02:39:01.036
Shaquille,Harrison,3,,11,32,692,6,1,0,0,4,3,0,2,2,1,0,1,2,5,0,2,3,1,2,6,1,1,1627885,-10,2,0,A,,0021900031,H,CHI,2019-10-26,Shaquille Harrison,1572143941036,2019-10-27 02:39:01.036
Denzel,Valentine,45,,4,34,274,4,1,2,1,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,2,0,1,1627756,-2,0,0,A,,0021900031,H,CHI,2019-10-26,Denzel Valentine,1572143941036,2019-10-27 02:39:01.036
Daniel,Gafford,12,,2,3,123,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1629655,-3,0,0,A,,0021900031,H,CHI,2019-10-26,Daniel Gafford,1572143941036,2019-10-27 02:39:01.036
Cristiano,Felicio,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626245,0,0,0,I,,0021900031,H,CHI,2019-10-26,Cristiano Felicio,1572143941036,2019-10-27 02:39:01.036
Chandler,Hutchison,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628990,0,0,0,I,,0021900031,H,CHI,2019-10-26,Chandler Hutchison,1572143941036,2019-10-27 02:39:01.036
Adam,Mokoka,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629690,0,0,0,I,,0021900031,H,CHI,2019-10-26,Adam Mokoka,1572143941036,2019-10-27 02:39:01.036
Max,Strus,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629622,0,0,0,I,,0021900031,H,CHI,2019-10-26,Max Strus,1572143941036,2019-10-27 02:39:01.036
T.J.,Warren,1,SF,36,36,2196,15,6,4,0,0,0,0,2,2,0,0,0,3,12,2,10,6,5,10,8,5,1,203933,-17,2,0,A,,0021900030,A,IND,2019-10-26,T.J. Warren,1572297956293,2019-10-28 21:25:56.293
Domantas,Sabonis,11,PF,32,50,1970,13,6,0,0,2,2,0,5,5,2,2,0,4,14,5,0,0,0,10,9,5,1,1627734,-17,1,0,A,,0021900030,A,IND,2019-10-26,Domantas Sabonis,1572297956293,2019-10-28 21:25:56.293
Myles,Turner,33,C,39,47,2387,9,3,4,2,4,3,1,10,11,1,0,1,2,11,3,0,1,0,2,3,1,0,1626167,-14,0,0,A,,0021900030,A,IND,2019-10-26,Myles Turner,1572297956293,2019-10-28 21:25:56.293
Edmond,Sumner,5,SG,16,32,992,5,4,1,0,3,2,0,1,1,1,0,0,4,10,0,0,0,0,8,4,4,0,1628410,-13,0,0,A,,0021900030,A,IND,2019-10-26,Edmond Sumner,1572297956293,2019-10-28 21:25:56.293
Malcolm,Brogdon,7,PG,34,33,2073,18,12,6,4,2,2,0,2,2,10,1,1,3,30,1,3,1,1,14,9,7,1,1627763,-5,1,0,A,,0021900030,A,IND,2019-10-26,Malcolm Brogdon,1572297956293,2019-10-28 21:25:56.293
TJ,Leaf,22,,18,3,1083,5,1,2,1,2,2,2,1,3,2,0,0,2,5,2,0,0,0,0,3,0,0,1628388,11,1,0,A,,0021900030,A,IND,2019-10-26,TJ Leaf,1572297956293,2019-10-28 21:25:56.293
Justin,Holiday,8,,24,7,1447,10,4,7,2,0,0,2,3,5,2,2,0,5,10,0,0,1,0,2,1,1,1,203200,-1,1,0,A,,0021900030,A,IND,2019-10-26,Justin Holiday,1572297956293,2019-10-28 21:25:56.293
T.J.,McConnell,9,,20,48,1248,6,1,1,0,0,0,1,3,4,5,2,0,0,2,3,0,0,0,0,0,0,0,204456,-3,0,0,A,,0021900030,A,IND,2019-10-26,T.J. McConnell,1572297956293,2019-10-28 21:25:56.293
Doug,McDermott,20,,12,17,737,5,1,3,1,0,0,0,2,2,0,0,1,1,3,1,0,0,0,0,1,0,1,203926,4,1,0,A,,0021900030,A,IND,2019-10-26,Doug McDermott,1572297956293,2019-10-28 21:25:56.293
Goga,Bitadze,88,,4,26,266,1,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,2,1,1,0,1629048,0,0,0,A,,0021900030,A,IND,2019-10-26,Goga Bitadze,1572297956293,2019-10-28 21:25:56.293
Aaron,Holiday,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628988,0,0,0,A,,0021900030,A,IND,2019-10-26,Aaron Holiday,1572297956293,2019-10-28 21:25:56.293
Alize,Johnson,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628993,0,0,0,A,,0021900030,A,IND,2019-10-26,Alize Johnson,1572297956293,2019-10-28 21:25:56.293
JaKarr,Sampson,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203960,0,0,0,A,,0021900030,A,IND,2019-10-26,JaKarr Sampson,1572297956293,2019-10-28 21:25:56.293
Brian,Bowen II,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628968,0,0,0,I,,0021900030,A,IND,2019-10-26,Brian Bowen II,1572297956293,2019-10-28 21:25:56.293
Jeremy,Lamb,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203087,0,0,0,I,,0021900030,A,IND,2019-10-26,Jeremy Lamb,1572297956293,2019-10-28 21:25:56.293
Naz,Mitrou-Long,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628513,0,0,0,I,,0021900030,A,IND,2019-10-26,Naz Mitrou-Long,1572297956293,2019-10-28 21:25:56.293
Victor,Oladipo,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203506,0,0,0,I,,0021900030,A,IND,2019-10-26,Victor Oladipo,1572297956293,2019-10-28 21:25:56.293
Cedi,Osman,16,SF,27,35,1655,3,0,1,0,2,1,0,1,1,0,0,0,3,1,1,1,0,0,0,2,0,1,1626224,9,1,0,A,,0021900030,H,CLE,2019-10-26,Cedi Osman,1572297956293,2019-10-28 21:25:56.293
Kevin,Love,0,PF,33,6,1986,8,5,5,3,9,8,0,13,13,9,2,0,3,21,4,0,0,0,0,0,0,0,201567,13,0,0,A,,0021900030,H,CLE,2019-10-26,Kevin Love,1572297956293,2019-10-28 21:25:56.293
Tristan,Thompson,13,C,34,42,2082,16,11,2,1,2,2,5,8,13,0,0,3,2,25,0,0,1,0,16,11,8,0,202684,23,0,0,A,,0021900030,H,CLE,2019-10-26,Tristan Thompson,1572297956293,2019-10-28 21:25:56.293
Collin,Sexton,2,SG,30,23,1823,14,6,3,2,6,4,2,3,5,3,0,0,1,18,2,1,0,0,8,9,4,1,1629012,10,1,0,A,,0021900030,H,CLE,2019-10-26,Collin Sexton,1572297956293,2019-10-28 21:25:56.293
Darius,Garland,10,PG,29,23,1763,12,5,5,2,0,0,1,0,1,4,1,0,2,12,4,0,0,0,6,6,3,0,1629636,0,1,0,A,,0021900030,H,CLE,2019-10-26,Darius Garland,1572297956293,2019-10-28 21:25:56.293
Matthew,Dellavedova,18,,18,36,1116,4,0,4,0,0,0,1,0,1,3,1,0,3,0,1,0,1,0,0,0,0,1,203521,11,0,0,A,,0021900030,H,CLE,2019-10-26,Matthew Dellavedova,1572297956293,2019-10-28 21:25:56.293
Kevin,Porter Jr.,4,,20,25,1225,6,3,3,0,0,0,0,0,0,2,0,2,4,6,3,0,0,0,6,3,3,0,1629645,2,0,0,A,,0021900030,H,CLE,2019-10-26,Kevin Porter Jr.,1572297956293,2019-10-28 21:25:56.293
Jordan,Clarkson,8,,17,37,1057,8,5,3,2,4,3,0,2,2,1,2,0,1,15,2,0,0,0,6,5,3,0,203903,1,0,0,A,,0021900030,H,CLE,2019-10-26,Jordan Clarkson,1572297956293,2019-10-28 21:25:56.293
Larry,Nance Jr.,22,,19,13,1153,7,4,4,1,0,0,1,3,4,1,1,0,1,9,0,2,1,1,6,3,3,0,1626204,-9,0,0,A,,0021900030,H,CLE,2019-10-26,Larry Nance Jr.,1572297956293,2019-10-28 21:25:56.293
John,Henson,31,,8,17,497,2,1,1,0,6,1,2,1,3,0,2,2,0,3,1,0,0,0,2,1,1,0,203089,-5,0,0,A,,0021900030,H,CLE,2019-10-26,John Henson,1572297956293,2019-10-28 21:25:56.293
Tyler,Cook,21,,0,20,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1629076,0,0,0,A,,0021900030,H,CLE,2019-10-26,Tyler Cook,1572297956293,2019-10-28 21:25:56.293
Alfonzo,McKinnie,28,,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1628035,0,0,0,A,,0021900030,H,CLE,2019-10-26,Alfonzo McKinnie,1572297956293,2019-10-28 21:25:56.293
Brandon,Knight,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202688,0,0,0,A,,0021900030,H,CLE,2019-10-26,Brandon Knight,1572297956293,2019-10-28 21:25:56.293
Dean,Wade,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629731,0,0,0,I,,0021900030,H,CLE,2019-10-26,Dean Wade,1572297956293,2019-10-28 21:25:56.293
Dylan,Windler,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629685,0,0,0,I,,0021900030,H,CLE,2019-10-26,Dylan Windler,1572297956293,2019-10-28 21:25:56.293
Ante,Zizic,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627790,0,0,0,I,,0021900030,H,CLE,2019-10-26,Ante Zizic,1572297956293,2019-10-28 21:25:56.293
Gordon,Hayward,20,SF,26,53,1613,10,4,2,1,0,0,1,5,6,3,1,0,4,9,4,2,3,1,6,7,3,0,202330,14,0,0,A,,0021900029,A,BOS,2019-10-26,Gordon Hayward,1572299759315,2019-10-28 21:55:59.315
Jayson,Tatum,0,PF,33,32,2012,17,5,7,2,4,3,2,7,9,0,3,2,3,15,2,0,1,0,6,9,3,0,1628369,20,2,1,A,,0021900029,A,BOS,2019-10-26,Jayson Tatum,1572299759315,2019-10-28 21:55:59.315
Robert,Williams III,44,C,21,43,1303,3,2,0,0,0,0,2,5,7,3,2,1,3,4,1,0,0,0,4,3,2,0,1629057,8,0,0,A,,0021900029,A,BOS,2019-10-26,Robert Williams III,1572299759315,2019-10-28 21:55:59.315
Jaylen,Brown,7,SG,27,5,1625,14,6,5,1,8,6,1,3,4,2,1,1,4,19,2,0,1,0,10,9,5,0,1627759,20,1,0,A,,0021900029,A,BOS,2019-10-26,Jaylen Brown,1572299759315,2019-10-28 21:55:59.315
Kemba,Walker,8,PG,30,21,1821,17,11,12,7,4,3,3,3,6,4,2,0,2,32,0,7,4,3,8,4,4,0,202689,13,0,0,A,,0021900029,A,BOS,2019-10-26,Kemba Walker,1572299759315,2019-10-28 21:55:59.315
Marcus,Smart,36,,27,33,1653,9,3,8,3,3,3,2,4,6,4,1,2,1,12,1,3,2,1,0,1,0,0,203935,15,0,0,A,,0021900029,A,BOS,2019-10-26,Marcus Smart,1572299759315,2019-10-28 21:55:59.315
Vincent,Poirier,77,,5,54,354,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,2,2,1,0,1629738,6,0,0,A,,0021900029,A,BOS,2019-10-26,Vincent Poirier,1572299759315,2019-10-28 21:55:59.315
Grant,Williams,12,,19,10,1150,4,3,1,0,3,1,1,0,1,1,2,3,2,7,0,0,0,0,6,3,3,0,1629684,16,1,0,A,,0021900029,A,BOS,2019-10-26,Grant Williams,1572299759315,2019-10-28 21:55:59.315
Semi,Ojeleye,37,,14,34,874,1,1,0,0,1,0,0,1,1,2,0,0,1,2,0,0,0,0,2,1,1,1,1628400,1,0,0,A,,0021900029,A,BOS,2019-10-26,Semi Ojeleye,1572299759315,2019-10-28 21:55:59.315
Carsen,Edwards,4,,22,19,1339,11,3,6,1,4,3,1,0,1,3,2,0,2,10,0,2,1,0,0,3,0,1,1629035,8,0,0,A,,0021900029,A,BOS,2019-10-26,Carsen Edwards,1572299759315,2019-10-28 21:55:59.315
Brad,Wanamaker,9,,3,38,218,1,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,2,1,1,1,202954,-2,0,0,A,,0021900029,A,BOS,2019-10-26,Brad Wanamaker,1572299759315,2019-10-28 21:55:59.315
Javonte,Green,43,,3,38,218,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1629750,-2,0,0,A,,0021900029,A,BOS,2019-10-26,Javonte Green,1572299759315,2019-10-28 21:55:59.315
Tacko,Fall,99,,3,38,218,4,2,0,0,0,0,0,3,3,0,0,0,2,4,1,0,0,0,4,4,2,1,1629605,-2,0,0,A,,0021900029,A,BOS,2019-10-26,Tacko Fall,1572299759315,2019-10-28 21:55:59.315
Enes,Kanter,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202683,0,0,0,I,,0021900029,A,BOS,2019-10-26,Enes Kanter,1572299759315,2019-10-28 21:55:59.315
Romeo,Langford,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629641,0,0,0,I,,0021900029,A,BOS,2019-10-26,Romeo Langford,1572299759315,2019-10-28 21:55:59.315
Daniel,Theis,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628464,0,0,0,I,,0021900029,A,BOS,2019-10-26,Daniel Theis,1572299759315,2019-10-28 21:55:59.315
Tremont,Waters,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629682,0,0,0,I,,0021900029,A,BOS,2019-10-26,Tremont Waters,1572299759315,2019-10-28 21:55:59.315
Marcus,Morris Sr.,13,SF,28,40,1720,9,3,2,0,6,6,1,6,7,1,1,0,4,12,4,0,1,0,4,3,2,0,202694,-1,0,1,A,,0021900029,H,NYK,2019-10-26,Marcus Morris Sr.,1572299759315,2019-10-28 21:55:59.315
Julius,Randle,30,PF,29,52,1792,12,4,2,0,4,2,6,4,10,3,1,0,1,10,4,2,1,1,8,10,4,0,203944,-12,2,0,A,,0021900029,H,NYK,2019-10-26,Julius Randle,1572299759315,2019-10-28 21:55:59.315
Mitchell,Robinson,23,C,19,51,1191,7,7,0,0,3,3,4,2,6,0,0,3,4,17,1,0,0,0,14,7,7,0,1629011,-9,0,0,A,,0021900029,H,NYK,2019-10-26,Mitchell Robinson,1572299759315,2019-10-28 21:55:59.315
RJ,Barrett,9,SG,36,34,2194,21,9,6,4,7,4,3,4,7,3,0,0,3,26,4,0,2,0,10,15,5,1,1629628,-9,4,0,A,,0021900029,H,NYK,2019-10-26,RJ Barrett,1572299759315,2019-10-28 21:55:59.315
Elfrid,Payton,6,PG,30,46,1846,7,2,3,2,2,2,0,4,4,5,4,0,2,8,4,0,0,0,0,3,0,0,203901,0,2,0,A,,0021900029,H,NYK,2019-10-26,Elfrid Payton,1572299759315,2019-10-28 21:55:59.315
Bobby,Portis,1,,27,16,1636,10,3,4,0,2,2,2,9,11,1,0,1,5,8,2,0,0,0,4,5,2,1,1626171,-14,1,0,A,,0021900029,H,NYK,2019-10-26,Bobby Portis,1572299759315,2019-10-28 21:55:59.315
Kevin,Knox II,20,,25,40,1540,7,2,3,0,6,3,0,8,8,0,0,0,1,7,1,0,0,0,0,0,0,1,1628995,-28,0,0,A,,0021900029,H,NYK,2019-10-26,Kevin Knox II,1572299759315,2019-10-28 21:55:59.315
Dennis,Smith Jr.,5,,11,21,681,3,0,1,0,0,0,0,1,1,1,1,0,3,0,2,0,1,0,0,0,0,0,1628372,-15,0,0,A,,0021900029,H,NYK,2019-10-26,Dennis Smith Jr.,1572299759315,2019-10-28 21:55:59.315
